user_id,recency_days,frequency,monetary_inr,r_score,f_score,m_score,segment,cluster
93847,246,3,9638.0,3,4,4,Champions,1
93848,65,2,12616.0,4,3,4,Champions,1
93852,667,1,1394.0,1,2,2,At Risk,0
93855,459,2,9824.0,2,3,4,Loyal,1
93857,58,3,18945.0,4,4,4,Champions,1
93858,22,3,2471.0,4,4,3,Champions,1
93859,337,2,277.0,3,3,1,Potential Loyalist,0
93861,549,2,1648.0,2,3,2,Potential Loyalist,0
93864,380,3,14699.0,3,4,4,Champions,1
93865,719,1,162.0,1,2,1,Lost,0
93868,674,2,1338.0,1,3,2,At Risk,0
93869,142,2,6838.0,4,3,3,Loyal,1
93870,838,1,495.0,1,2,2,At Risk,0
93871,51,2,42718.0,4,3,4,Champions,1
93872,827,1,13333.0,1,2,4,Potential Loyalist,0
93874,855,1,1889.0,1,2,2,At Risk,0
93875,540,1,69.0,2,2,1,At Risk,0
93876,835,1,5657.0,1,2,3,At Risk,0
93878,506,1,111.0,2,2,1,At Risk,0
93879,494,2,211291.0,2,3,4,Loyal,1
93880,372,1,2236.0,3,2,3,Potential Loyalist,0
93881,500,1,472.0,2,2,2,At Risk,0
93882,39,3,12134.0,4,4,4,Champions,1
93883,415,1,1449.0,2,2,2,At Risk,0
93884,157,3,1186.0,4,4,2,Loyal,1
93885,935,1,3500.0,1,2,3,At Risk,0
93886,855,2,48584.0,1,3,4,Potential Loyalist,1
93889,941,1,10741.0,1,2,4,Potential Loyalist,0
93890,933,1,349171.0,1,2,4,Potential Loyalist,1
93893,633,1,190.0,1,2,1,Lost,0
93894,991,1,116.0,1,2,1,Lost,0
93895,25,3,41538.0,4,4,4,Champions,1
93896,331,3,39421.0,3,4,4,Champions,1
93897,597,1,2787.0,2,2,3,Potential Loyalist,0
93899,533,2,1898.0,2,3,2,Potential Loyalist,0
93901,430,2,504.0,2,3,2,Potential Loyalist,0
93902,177,2,764.0,4,3,2,Loyal,1
93903,778,3,533.0,1,4,2,Potential Loyalist,0
93906,15,3,653.0,4,4,2,Loyal,1
93908,970,1,139.0,1,2,1,Lost,0
93909,533,2,1107.0,2,3,2,Potential Loyalist,0
93910,102,2,1422.0,4,3,2,Loyal,1
93911,176,3,751.0,4,4,2,Loyal,1
93912,701,1,278.0,1,2,1,Lost,0
93913,719,4,10486.0,1,4,4,Loyal,1
93915,842,1,88.0,1,2,1,Lost,0
93916,369,1,1352.0,3,2,2,Potential Loyalist,0
93917,278,2,1422.0,3,3,2,Potential Loyalist,1
93918,43,4,173398.0,4,4,4,Champions,1
93919,913,1,93.0,1,2,1,Lost,0
93920,702,2,4528.0,1,3,3,Potential Loyalist,0
93921,596,1,1278.0,2,2,2,At Risk,0
93923,676,1,11843.0,1,2,4,Potential Loyalist,0
93924,607,2,329.0,2,3,1,At Risk,0
93925,30,1,282.0,4,2,1,Potential Loyalist,0
93927,484,1,15056.0,2,2,4,Potential Loyalist,0
93928,673,2,551.0,1,3,2,At Risk,0
93929,171,3,9763.0,4,4,4,Champions,1
93930,598,1,7088.0,2,2,3,Potential Loyalist,0
93931,122,1,60.0,4,2,1,Potential Loyalist,0
93932,869,1,417.0,1,2,1,Lost,0
93934,325,1,574.0,3,2,2,Potential Loyalist,0
93935,311,4,14908.0,3,4,4,Champions,1
93936,417,2,634.0,2,3,2,Potential Loyalist,0
93937,466,2,54532.0,2,3,4,Loyal,1
93938,830,1,106.0,1,2,1,Lost,0
93940,843,1,65.0,1,2,1,Lost,0
93941,233,6,8444.0,3,4,3,Loyal,1
93942,179,2,2773.0,4,3,3,Loyal,1
93943,64,4,10699.0,4,4,4,Champions,1
93946,639,2,91366.0,1,3,4,Potential Loyalist,1
93947,810,2,20060.0,1,3,4,Potential Loyalist,1
93948,533,2,481.0,2,3,2,Potential Loyalist,0
93950,256,2,129430.0,3,3,4,Loyal,1
93951,563,1,9069.0,2,2,4,Potential Loyalist,0
93953,255,2,2388.0,3,3,3,Loyal,1
93955,648,1,991.0,1,2,2,At Risk,0
93956,165,3,4926.0,4,4,3,Champions,1
93957,134,3,2121.0,4,4,3,Champions,1
93958,661,1,1722.0,1,2,2,At Risk,0
93959,95,2,11893.0,4,3,4,Champions,1
93962,660,1,12213.0,1,2,4,Potential Loyalist,0
93963,295,1,1088.0,3,2,2,Potential Loyalist,0
93965,428,2,565.0,2,3,2,Potential Loyalist,0
93966,109,1,1074.0,4,2,2,Potential Loyalist,0
93967,869,1,1130.0,1,2,2,At Risk,0
93969,127,1,111.0,4,2,1,Potential Loyalist,0
93970,142,2,5403.0,4,3,3,Loyal,1
93971,103,2,11625.0,4,3,4,Champions,1
93972,197,2,1565.0,3,3,2,Potential Loyalist,1
93973,404,3,12528.0,2,4,4,Loyal,1
93974,607,3,4380.0,2,4,3,Loyal,1
93977,222,2,176481.0,3,3,4,Loyal,1
93978,38,1,1519.0,4,2,2,Potential Loyalist,1
93979,79,1,815.0,4,2,2,Potential Loyalist,0
93980,681,1,3167.0,1,2,3,At Risk,0
93981,478,1,2551.0,2,2,3,Potential Loyalist,0
93982,291,5,2700.0,3,4,3,Loyal,1
93983,435,2,7898.0,2,3,3,Potential Loyalist,1
93986,789,2,4861.0,1,3,3,Potential Loyalist,0
93988,152,1,181.0,4,2,1,Potential Loyalist,0
93989,255,3,10769.0,3,4,4,Champions,1
93990,404,1,15931.0,2,2,4,Potential Loyalist,0
93992,757,1,852.0,1,2,2,At Risk,0
93993,610,2,583.0,2,3,2,Potential Loyalist,0
93994,66,1,264.0,4,2,1,Potential Loyalist,0
93995,67,5,7482.0,4,4,3,Champions,1
93996,44,2,2000.0,4,3,3,Loyal,1
93997,102,2,21250.0,4,3,4,Champions,1
93998,586,1,241.0,2,2,1,At Risk,0
94000,425,4,1569.0,2,4,2,Potential Loyalist,1
94001,730,1,9824.0,1,2,4,Potential Loyalist,0
94002,527,2,575.0,2,3,2,Potential Loyalist,0
94003,369,2,273.0,3,3,1,Potential Loyalist,0
94004,795,2,490.0,1,3,2,At Risk,0
94007,52,6,69454.0,4,4,4,Champions,1
94008,145,3,8722.0,4,4,3,Champions,1
94009,353,1,1412.0,3,2,2,Potential Loyalist,0
94010,653,1,236.0,1,2,1,Lost,0
94011,813,1,255.0,1,2,1,Lost,0
94012,794,2,3051.0,1,3,3,Potential Loyalist,0
94013,592,1,106.0,2,2,1,At Risk,0
94014,760,1,111.0,1,2,1,Lost,0
94015,344,2,361.0,3,3,1,Potential Loyalist,0
94017,822,2,18579.0,1,3,4,Potential Loyalist,1
94018,894,1,222.0,1,2,1,Lost,0
94019,52,2,29903.0,4,3,4,Champions,1
94020,642,1,477.0,1,2,2,At Risk,0
94021,253,2,1769.0,3,3,2,Potential Loyalist,1
94022,187,1,8648.0,3,2,3,Potential Loyalist,0
94023,393,1,116.0,2,2,1,At Risk,0
94024,715,1,153.0,1,2,1,Lost,0
94026,36,2,412.0,4,3,1,Potential Loyalist,1
94027,680,2,861.0,1,3,2,At Risk,0
94030,541,1,37.0,2,2,1,At Risk,0
94032,695,3,6898.0,1,4,3,Potential Loyalist,1
94033,165,2,625.0,4,3,2,Loyal,1
94034,726,2,148.0,1,3,1,At Risk,0
94035,444,2,8602.0,2,3,3,Potential Loyalist,1
94036,555,3,3292.0,2,4,3,Loyal,1
94038,163,2,2801.0,4,3,3,Loyal,1
94039,80,1,79.0,4,2,1,Potential Loyalist,0
94040,745,1,120.0,1,2,1,Lost,0
94041,141,4,16746.0,4,4,4,Champions,1
94042,837,1,560.0,1,2,2,At Risk,0
94043,232,1,324.0,3,2,1,At Risk,0
94044,414,1,227.0,2,2,1,At Risk,0
94045,803,2,33722.0,1,3,4,Potential Loyalist,1
94046,60,3,12102.0,4,4,4,Champions,1
94048,414,4,7028.0,2,4,3,Loyal,1
94050,652,2,15815.0,1,3,4,Potential Loyalist,1
94051,169,2,7171.0,4,3,3,Loyal,1
94052,208,3,43523.0,3,4,4,Champions,1
94053,192,2,148.0,3,3,1,Potential Loyalist,0
94054,614,1,542.0,2,2,2,At Risk,0
94055,976,1,231.0,1,2,1,Lost,0
94058,585,1,1102.0,2,2,2,At Risk,0
94059,442,4,1851.0,2,4,2,Potential Loyalist,1
94060,211,3,22828.0,3,4,4,Champions,1
94061,295,2,995.0,3,3,2,Potential Loyalist,0
94062,647,1,1139.0,1,2,2,At Risk,0
94063,144,1,116.0,4,2,1,Potential Loyalist,0
94064,65,4,5366.0,4,4,3,Champions,1
94066,134,1,255.0,4,2,1,Potential Loyalist,0
94067,562,3,20903.0,2,4,4,Loyal,1
94068,337,2,2898.0,3,3,3,Loyal,1
94070,50,4,7638.0,4,4,3,Champions,1
94071,414,2,3023.0,2,3,3,Potential Loyalist,1
94072,673,1,222.0,1,2,1,Lost,0
94073,183,3,3828.0,3,4,3,Loyal,1
94075,361,3,2417.0,3,4,3,Loyal,1
94076,400,1,1269.0,2,2,2,At Risk,0
94078,319,4,17658.0,3,4,4,Champions,1
94079,585,4,2963.0,2,4,3,Loyal,1
94080,409,2,83.0,2,3,1,At Risk,0
94081,240,2,482.0,3,3,2,Potential Loyalist,0
94082,94,4,4241.0,4,4,3,Champions,1
94083,337,1,1417.0,3,2,2,Potential Loyalist,0
94085,326,1,1051.0,3,2,2,Potential Loyalist,0
94086,270,2,10740.0,3,3,4,Loyal,1
94087,603,1,241.0,2,2,1,At Risk,0
94089,878,1,79.0,1,2,1,Lost,0
94090,499,2,223.0,2,3,1,At Risk,0
94091,155,3,4185.0,4,4,3,Champions,1
94092,697,3,15847.0,1,4,4,Loyal,1
94095,4,4,55991.0,4,4,4,Champions,1
94097,16,4,10208.0,4,4,4,Champions,1
94098,555,2,49829.0,2,3,4,Loyal,1
94099,933,2,301.0,1,3,1,At Risk,0
94100,347,2,3703.0,3,3,3,Loyal,1
94102,324,2,12699.0,3,3,4,Loyal,1
94103,767,1,222.0,1,2,1,Lost,0
94104,715,2,1514.0,1,3,2,At Risk,0
94105,108,4,5194.0,4,4,3,Champions,1
94107,171,3,3694.0,4,4,3,Champions,1
94108,274,2,25111.0,3,3,4,Loyal,1
94109,386,4,19639.0,2,4,4,Loyal,1
94113,673,1,2292.0,1,2,3,At Risk,0
94114,493,4,1667.0,2,4,2,Potential Loyalist,1
94115,502,1,3065.0,2,2,3,Potential Loyalist,0
94116,773,2,643.0,1,3,2,At Risk,0
94117,736,1,65.0,1,2,1,Lost,0
94118,318,3,22421.0,3,4,4,Champions,1
94121,501,1,361.0,2,2,1,At Risk,0
94122,743,1,2194.0,1,2,3,At Risk,0
94123,102,4,69329.0,4,4,4,Champions,1
94124,264,2,319.0,3,3,1,Potential Loyalist,0
94125,529,1,2750.0,2,2,3,Potential Loyalist,0
94126,38,2,1232.0,4,3,2,Loyal,1
94128,744,1,444.0,1,2,2,At Risk,0
94129,596,3,6686.0,2,4,3,Loyal,1
94130,450,4,7921.0,2,4,3,Loyal,1
94131,197,1,306.0,3,2,1,At Risk,0
94133,66,3,35028.0,4,4,4,Champions,1
94134,249,2,314.0,3,3,1,Potential Loyalist,0
94135,170,2,3431.0,4,3,3,Loyal,1
94137,225,4,40699.0,3,4,4,Champions,1
94138,127,2,402.0,4,3,1,Potential Loyalist,1
94139,365,5,10833.0,3,4,4,Champions,1
94140,514,2,250.0,2,3,1,At Risk,0
94141,710,3,6366.0,1,4,3,Potential Loyalist,1
94142,88,1,153.0,4,2,1,Potential Loyalist,0
94144,746,1,806.0,1,2,2,At Risk,0
94146,268,1,14671.0,3,2,4,Loyal,0
94147,227,1,11921.0,3,2,4,Loyal,0
94148,668,2,144.0,1,3,1,At Risk,0
94151,275,1,417.0,3,2,1,At Risk,0
94152,479,1,1046.0,2,2,2,At Risk,0
94153,694,3,12982.0,1,4,4,Loyal,1
94155,402,1,13065.0,2,2,4,Potential Loyalist,0
94156,242,2,16851.0,3,3,4,Loyal,1
94157,236,2,879.0,3,3,2,Potential Loyalist,0
94158,379,3,12722.0,3,4,4,Champions,1
94159,289,4,4264.0,3,4,3,Loyal,1
94160,884,1,630.0,1,2,2,At Risk,0
94161,736,1,167.0,1,2,1,Lost,0
94162,299,1,319.0,3,2,1,At Risk,0
94163,137,3,2430.0,4,4,3,Champions,1
94165,789,1,60944.0,1,2,4,Potential Loyalist,0
94167,759,1,1315.0,1,2,2,At Risk,0
94168,453,3,3903.0,2,4,3,Loyal,1
94169,18,1,167.0,4,2,1,Potential Loyalist,0
94170,96,2,1472.0,4,3,2,Loyal,1
94171,240,3,8115.0,3,4,3,Loyal,1
94172,648,1,5708.0,1,2,3,At Risk,0
94173,134,2,616.0,4,3,2,Loyal,1
94174,792,1,1287.0,1,2,2,At Risk,0
94175,221,1,106.0,3,2,1,At Risk,0
94176,873,1,1019.0,1,2,2,At Risk,0
94177,453,2,1639.0,2,3,2,Potential Loyalist,0
94179,583,1,52481.0,2,2,4,Potential Loyalist,0
94180,241,3,56093.0,3,4,4,Champions,1
94181,86,5,266346.0,4,4,4,Champions,1
94182,45,2,4532.0,4,3,3,Loyal,1
94183,108,5,133106.0,4,4,4,Champions,1
94184,240,1,2981.0,3,2,3,Potential Loyalist,0
94185,561,1,282.0,2,2,1,At Risk,0
94186,66,3,22643.0,4,4,4,Champions,1
94187,617,2,218.0,2,3,1,At Risk,0
94188,485,2,6486.0,2,3,3,Potential Loyalist,1
94191,372,2,39968.0,3,3,4,Loyal,1
94193,631,1,296.0,1,2,1,Lost,0
94194,131,2,18389.0,4,3,4,Champions,1
94195,523,4,583.0,2,4,2,Potential Loyalist,1
94196,702,2,10134.0,1,3,4,Potential Loyalist,1
94197,123,3,1130.0,4,4,2,Loyal,1
94198,772,1,93.0,1,2,1,Lost,0
94199,65,2,18805.0,4,3,4,Champions,1
94200,215,2,1282.0,3,3,2,Potential Loyalist,1
94201,508,2,7607.0,2,3,3,Potential Loyalist,1
94203,347,2,1393.0,3,3,2,Potential Loyalist,0
94205,10,4,7468.0,4,4,3,Champions,1
94206,689,1,856.0,1,2,2,At Risk,0
94209,186,1,1519.0,3,2,2,Potential Loyalist,0
94213,855,1,458.0,1,2,2,At Risk,0
94215,754,3,42851.0,1,4,4,Loyal,1
94216,68,4,57024.0,4,4,4,Champions,1
94217,480,1,329.0,2,2,1,At Risk,0
94218,731,1,380.0,1,2,1,Lost,0
94220,312,2,3421.0,3,3,3,Loyal,1
94221,313,2,14061.0,3,3,4,Loyal,1
94223,590,1,37.0,2,2,1,At Risk,0
94224,561,3,1384.0,2,4,2,Potential Loyalist,1
94225,555,3,375.0,2,4,1,Potential Loyalist,0
94226,253,2,2796.0,3,3,3,Loyal,1
94228,141,1,231.0,4,2,1,Potential Loyalist,0
94229,29,3,10380.0,4,4,4,Champions,1
94230,893,1,204.0,1,2,1,Lost,0
94231,911,1,130.0,1,2,1,Lost,0
94232,548,1,83.0,2,2,1,At Risk,0
94233,295,2,22047.0,3,3,4,Loyal,1
94235,102,1,1806.0,4,2,2,Potential Loyalist,0
94236,859,1,102.0,1,2,1,Lost,0
94237,221,1,6963.0,3,2,3,Potential Loyalist,0
94241,904,1,185.0,1,2,1,Lost,0
94242,192,2,1347.0,3,3,2,Potential Loyalist,1
94244,155,1,463.0,4,2,2,Potential Loyalist,0
94245,431,2,34842.0,2,3,4,Loyal,1
94247,417,6,21302.0,2,4,4,Loyal,1
94248,547,2,204.0,2,3,1,At Risk,0
94249,465,4,4022.0,2,4,3,Loyal,1
94250,269,1,3750.0,3,2,3,Potential Loyalist,0
94252,347,2,986.0,3,3,2,Potential Loyalist,0
94253,932,1,236.0,1,2,1,Lost,0
94254,68,1,338.0,4,2,1,Potential Loyalist,0
94255,290,1,11731.0,3,2,4,Loyal,0
94256,113,2,28903.0,4,3,4,Champions,1
94257,225,1,565.0,3,2,2,Potential Loyalist,0
94258,957,1,1236.0,1,2,2,At Risk,0
94259,863,1,7921.0,1,2,3,At Risk,0
94261,655,1,32.0,1,2,1,Lost,0
94265,394,2,2291.0,2,3,3,Potential Loyalist,0
94267,43,1,394.0,4,2,1,Potential Loyalist,0
94268,822,1,2144.0,1,2,3,At Risk,0
94270,33,2,250.0,4,3,1,Potential Loyalist,1
94271,165,1,3056.0,4,2,3,Loyal,0
94272,533,1,5500.0,2,2,3,Potential Loyalist,0
94273,114,3,2713.0,4,4,3,Champions,1
94274,128,1,731.0,4,2,2,Potential Loyalist,0
94276,624,1,26074.0,2,2,4,Potential Loyalist,0
94277,211,1,34634.0,3,2,4,Loyal,1
94278,905,1,38606.0,1,2,4,Potential Loyalist,0
94279,449,4,3871.0,2,4,3,Loyal,1
94280,491,2,6584.0,2,3,3,Potential Loyalist,1
94281,23,3,1430.0,4,4,2,Loyal,1
94283,92,2,33389.0,4,3,4,Champions,1
94285,975,1,2694.0,1,2,3,At Risk,0
94286,946,1,32931.0,1,2,4,Potential Loyalist,0
94287,113,4,13842.0,4,4,4,Champions,1
94288,600,1,69.0,2,2,1,At Risk,0
94290,465,3,459.0,2,4,2,Potential Loyalist,1
94292,277,1,472.0,3,2,2,Potential Loyalist,0
94293,947,1,370.0,1,2,1,Lost,0
94294,661,3,9875.0,1,4,4,Loyal,1
94295,192,3,4681.0,3,4,3,Loyal,1
94297,99,2,454.0,4,3,2,Loyal,1
94298,414,3,5606.0,2,4,3,Loyal,1
94299,344,1,495.0,3,2,2,Potential Loyalist,0
94301,647,2,6968.0,1,3,3,Potential Loyalist,1
94302,782,2,6139.0,1,3,3,Potential Loyalist,0
94303,439,2,4523.0,2,3,3,Potential Loyalist,1
94304,11,2,4158.0,4,3,3,Loyal,1
94305,337,1,949.0,3,2,2,Potential Loyalist,0
94306,527,3,7306.0,2,4,3,Loyal,1
94308,127,3,8940.0,4,4,3,Champions,1
94309,222,1,347.0,3,2,1,At Risk,0
94311,327,2,27055.0,3,3,4,Loyal,1
94312,659,1,477.0,1,2,2,At Risk,0
94313,465,2,1463.0,2,3,2,Potential Loyalist,0
94314,988,1,245.0,1,2,1,Lost,0
94315,634,2,300.0,1,3,1,At Risk,0
94316,101,2,10171.0,4,3,4,Champions,1
94319,513,3,89255.0,2,4,4,Loyal,1
94321,24,4,3163.0,4,4,3,Champions,1
94322,547,1,2639.0,2,2,3,Potential Loyalist,0
94323,198,1,1463.0,3,2,2,Potential Loyalist,0
94324,372,2,6351.0,3,3,3,Loyal,1
94326,107,6,29071.0,4,4,4,Champions,1
94327,60,1,282.0,4,2,1,Potential Loyalist,0
94328,407,1,810.0,2,2,2,At Risk,0
94330,22,1,2778.0,4,2,3,Loyal,1
94331,327,3,3157.0,3,4,3,Loyal,1
94332,670,1,333.0,1,2,1,Lost,0
94334,96,1,741.0,4,2,2,Potential Loyalist,0
94335,190,2,1107.0,3,3,2,Potential Loyalist,1
94336,145,2,912.0,4,3,2,Loyal,1
94337,79,3,21574.0,4,4,4,Champions,1
94338,403,3,834.0,2,4,2,Potential Loyalist,1
94339,45,2,810.0,4,3,2,Loyal,1
94344,696,1,806.0,1,2,2,At Risk,0
94345,774,3,1241.0,1,4,2,Potential Loyalist,1
94346,577,1,181.0,2,2,1,At Risk,0
94347,187,2,467.0,3,3,2,Potential Loyalist,0
94350,844,1,65.0,1,2,1,Lost,0
94352,355,3,1963.0,3,4,3,Loyal,1
94353,344,1,176.0,3,2,1,At Risk,0
94355,696,2,403.0,1,3,1,At Risk,0
94356,400,2,1245.0,2,3,2,Potential Loyalist,0
94357,113,3,8504.0,4,4,3,Champions,1
94358,283,3,5908.0,3,4,3,Loyal,1
94359,402,2,606.0,2,3,2,Potential Loyalist,0
94361,767,1,46037.0,1,2,4,Potential Loyalist,0
94363,491,2,8542.0,2,3,3,Potential Loyalist,1
94364,303,1,7653.0,3,2,3,Potential Loyalist,0
94367,603,2,10171.0,2,3,4,Loyal,1
94368,845,1,167.0,1,2,1,Lost,0
94369,355,4,10417.0,3,4,4,Champions,1
94370,414,1,285838.0,2,2,4,Potential Loyalist,1
94371,136,4,653.0,4,4,2,Loyal,1
94373,121,2,25375.0,4,3,4,Champions,1
94375,187,4,1500.0,3,4,2,Loyal,1
94376,25,2,537.0,4,3,2,Loyal,1
94377,73,2,5569.0,4,3,3,Loyal,1
94378,465,1,11648.0,2,2,4,Potential Loyalist,0
94379,282,3,3759.0,3,4,3,Loyal,1
94380,365,2,8018.0,3,3,3,Loyal,1
94381,123,4,41250.0,4,4,4,Champions,1
94382,122,1,9806.0,4,2,4,Loyal,1
94383,359,3,48838.0,3,4,4,Champions,1
94384,694,1,37.0,1,2,1,Lost,0
94385,121,3,1115.0,4,4,2,Loyal,1
94386,177,2,476.0,4,3,2,Loyal,0
94387,278,2,34537.0,3,3,4,Loyal,1
94388,36,3,3107.0,4,4,3,Champions,1
94389,495,1,361.0,2,2,1,At Risk,0
94390,15,2,1889.0,4,3,2,Loyal,1
94391,618,1,157.0,2,2,1,At Risk,0
94392,578,2,718.0,2,3,2,Potential Loyalist,0
94394,561,1,9838.0,2,2,4,Potential Loyalist,0
94395,351,1,1843.0,3,2,2,Potential Loyalist,0
94397,689,1,213.0,1,2,1,Lost,0
94399,900,1,569.0,1,2,2,At Risk,0
94400,138,2,1685.0,4,3,2,Loyal,1
94401,152,3,1958.0,4,4,3,Champions,1
94402,135,3,15144.0,4,4,4,Champions,1
94404,22,2,533.0,4,3,2,Loyal,1
94405,96,3,4282.0,4,4,3,Champions,1
94406,850,2,1032.0,1,3,2,At Risk,0
94408,570,1,43954.0,2,2,4,Potential Loyalist,0
94409,47,2,820.0,4,3,2,Loyal,1
94411,68,2,61190.0,4,3,4,Champions,1
94412,669,1,13111.0,1,2,4,Potential Loyalist,0
94413,731,1,1347.0,1,2,2,At Risk,0
94415,892,1,2366.0,1,2,3,At Risk,0
94416,663,1,671.0,1,2,2,At Risk,0
94417,576,2,194.0,2,3,1,At Risk,0
94418,690,1,894.0,1,2,2,At Risk,0
94419,204,2,46894.0,3,3,4,Loyal,1
94420,521,1,3657.0,2,2,3,Potential Loyalist,0
94421,670,3,736.0,1,4,2,Potential Loyalist,1
94423,689,2,787.0,1,3,2,At Risk,0
94424,372,1,13241.0,3,2,4,Loyal,0
94425,192,3,33773.0,3,4,4,Champions,1
94426,712,2,9264.0,1,3,4,Potential Loyalist,1
94427,738,1,769.0,1,2,2,At Risk,0
94428,411,2,153.0,2,3,1,At Risk,0
94429,690,1,21838.0,1,2,4,Potential Loyalist,0
94430,47,2,463.0,4,3,2,Loyal,1
94431,459,2,111.0,2,3,1,At Risk,0
94432,688,1,79.0,1,2,1,Lost,0
94434,619,2,102.0,2,3,1,At Risk,0
94436,117,1,477.0,4,2,2,Potential Loyalist,0
94438,246,3,52935.0,3,4,4,Champions,1
94439,95,2,35236.0,4,3,4,Champions,1
94440,981,1,141806.0,1,2,4,Potential Loyalist,0
94441,290,1,144.0,3,2,1,At Risk,0
94444,410,2,3079.0,2,3,3,Potential Loyalist,1
94445,376,1,4639.0,3,2,3,Potential Loyalist,0
94446,709,2,412.0,1,3,1,At Risk,0
94451,578,1,13778.0,2,2,4,Potential Loyalist,0
94452,708,1,1565.0,1,2,2,At Risk,0
94453,218,1,773.0,3,2,2,Potential Loyalist,0
94454,200,2,1084.0,3,3,2,Potential Loyalist,1
94455,190,3,4736.0,3,4,3,Loyal,1
94456,255,2,232.0,3,3,1,Potential Loyalist,0
94457,16,3,66755.0,4,4,4,Champions,1
94458,695,2,49269.0,1,3,4,Potential Loyalist,1
94459,670,1,685.0,1,2,2,At Risk,0
94460,304,2,7231.0,3,3,3,Loyal,1
94461,346,3,2884.0,3,4,3,Loyal,1
94462,222,2,1995.0,3,3,3,Loyal,1
94463,767,1,1139.0,1,2,2,At Risk,0
94466,766,1,65.0,1,2,1,Lost,0
94467,60,3,4171.0,4,4,3,Champions,1
94468,40,3,32811.0,4,4,4,Champions,1
94469,717,1,8861.0,1,2,3,At Risk,0
94470,45,1,176.0,4,2,1,Potential Loyalist,0
94471,191,1,2528.0,3,2,3,Potential Loyalist,0
94472,988,1,14648.0,1,2,4,Potential Loyalist,0
94473,410,3,607.0,2,4,2,Potential Loyalist,1
94474,192,5,19782.0,3,4,4,Champions,1
94475,345,2,972.0,3,3,2,Potential Loyalist,0
94477,192,2,116893.0,3,3,4,Loyal,1
94478,647,1,171.0,1,2,1,Lost,0
94479,936,2,4329.0,1,3,3,Potential Loyalist,0
94480,127,3,2861.0,4,4,3,Champions,1
94484,977,1,759.0,1,2,2,At Risk,0
94485,957,1,9611.0,1,2,4,Potential Loyalist,0
94486,381,1,1417.0,2,2,2,At Risk,0
94488,677,1,1560.0,1,2,2,At Risk,0
94489,38,3,2500.0,4,4,3,Champions,1
94491,593,2,2787.0,2,3,3,Potential Loyalist,0
94492,725,2,417.0,1,3,1,At Risk,0
94493,816,3,6810.0,1,4,3,Potential Loyalist,1
94496,17,3,2186.0,4,4,3,Champions,1
94497,24,2,1704.0,4,3,2,Loyal,1
94498,214,3,1135.0,3,4,2,Loyal,1
94499,73,2,319.0,4,3,1,Potential Loyalist,1
94500,282,1,764.0,3,2,2,Potential Loyalist,0
94501,254,1,14671.0,3,2,4,Loyal,0
94502,870,1,278.0,1,2,1,Lost,0
94503,319,2,2940.0,3,3,3,Loyal,1
94505,529,1,1259.0,2,2,2,At Risk,0
94506,586,1,2046.0,2,2,3,Potential Loyalist,0
94508,247,1,83.0,3,2,1,At Risk,0
94510,114,1,60.0,4,2,1,Potential Loyalist,0
94511,71,2,157.0,4,3,1,Potential Loyalist,1
94513,123,1,208.0,4,2,1,Potential Loyalist,0
94514,704,2,847.0,1,3,2,At Risk,0
94515,841,1,509.0,1,2,2,At Risk,0
94516,450,3,3699.0,2,4,3,Loyal,1
94517,745,1,398.0,1,2,1,Lost,0
94518,382,1,856.0,2,2,2,At Risk,0
94519,19,2,2810.0,4,3,3,Loyal,1
94520,711,2,2398.0,1,3,3,Potential Loyalist,0
94521,205,1,125.0,3,2,1,At Risk,0
94522,124,2,574.0,4,3,2,Loyal,1
94523,436,2,227.0,2,3,1,At Risk,0
94524,325,3,5231.0,3,4,3,Loyal,1
94526,52,2,5435.0,4,3,3,Loyal,1
94527,54,3,25190.0,4,4,4,Champions,1
94528,165,4,22473.0,4,4,4,Champions,1
94529,46,4,14301.0,4,4,4,Champions,1
94530,204,2,1468.0,3,3,2,Potential Loyalist,1
94531,11,4,2467.0,4,4,3,Champions,1
94532,465,1,106.0,2,2,1,At Risk,0
94533,732,2,18727.0,1,3,4,Potential Loyalist,1
94534,890,1,60.0,1,2,1,Lost,0
94535,823,1,199.0,1,2,1,Lost,0
94536,856,1,93.0,1,2,1,Lost,0
94537,884,1,46.0,1,2,1,Lost,0
94538,481,1,8213.0,2,2,3,Potential Loyalist,0
94539,793,1,287.0,1,2,1,Lost,0
94541,206,6,6352.0,3,4,3,Loyal,1
94542,183,1,0.0,3,2,1,At Risk,0
94543,536,4,26172.0,2,4,4,Loyal,1
94544,156,2,565.0,4,3,2,Loyal,1
94545,106,4,44722.0,4,4,4,Champions,1
94547,478,1,319.0,2,2,1,At Risk,0
94549,424,2,8746.0,2,3,3,Potential Loyalist,1
94550,586,4,1824.0,2,4,2,Potential Loyalist,1
94553,253,3,4787.0,3,4,3,Loyal,1
94554,36,4,7792.0,4,4,3,Champions,1
94555,274,1,2250.0,3,2,3,Potential Loyalist,0
94557,302,3,113736.0,3,4,4,Champions,1
94558,619,2,273.0,2,3,1,At Risk,0
94559,221,3,45926.0,3,4,4,Champions,1
94560,31,4,23820.0,4,4,4,Champions,1
94561,359,4,811.0,3,4,2,Loyal,1
94562,754,3,944.0,1,4,2,Potential Loyalist,1
94563,492,3,2195.0,2,4,3,Loyal,1
94565,456,1,1176.0,2,2,2,At Risk,0
94566,388,2,20889.0,2,3,4,Loyal,1
94567,486,1,97.0,2,2,1,At Risk,0
